Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
112,Dewayne Dedmon\dedmode01,C,29,ATL,27,648,14.1,.567,.348,.227,5.9,27.7,16.4,7.6,2.2,3.8,14.2,16.0,,0.4,0.8,1.2,.089,,-2.5,2.0,-0.5,0.2
113,Sam Dekker\dekkesa01,PF-SF,24,TOT,17,287,16.4,.573,.221,.126,5.6,15.5,10.4,8.0,3.4,0.6,9.1,16.7,,0.3,0.2,0.6,.095,,-0.4,-0.1,-0.5,0.1
113,Sam Dekker\dekkesa01,PF,24,CLE,9,169,14.4,.544,.271,.208,5.7,16.3,10.8,7.8,3.3,0.0,8.7,14.9,,0.2,0.1,0.3,.089,,-0.5,-0.1,-0.6,0.1
113,Sam Dekker\dekkesa01,SF,24,WAS,8,118,19.3,.606,.170,.043,5.5,14.3,9.8,8.3,3.6,1.5,9.5,19.1,,0.1,0.1,0.3,.103,,-0.3,-0.1,-0.4,0.0
114,Matthew Dellavedova\dellama01,PG,28,TOT,20,253,14.2,.613,.533,.173,0.0,11.1,5.5,34.8,1.0,0.0,22.9,18.0,,0.4,0.1,0.5,.099,,-0.1,-3.9,-4.0,-0.1
114,Matthew Dellavedova\dellama01,PG,28,MIL,12,97,7.7,.482,.579,.211,0.0,10.0,5.3,36.3,1.0,0.0,34.6,13.8,,0.0,0.1,0.1,.046,,-5.2,-2.9,-8.1,-0.2
114,Matthew Dellavedova\dellama01,PG,28,CLE,8,156,18.3,.659,.518,.161,0.0,11.8,5.7,33.9,1.0,0.0,17.8,20.6,,0.4,0.0,0.4,.133,,3.1,-4.5,-1.4,0.0
115,Luol Deng\denglu01,SF,33,MIN,4,32,16.4,.419,.385,.231,19.9,20.1,20.0,4.5,4.5,2.7,12.3,21.5,,0.0,0.1,0.0,.057,,-2.0,0.9,-1.1,0.0
116,DeMar DeRozan\derozde01,SG,29,SAS,35,1225,21.6,.548,.060,.349,2.3,15.2,8.8,28.9,1.3,1.2,10.0,29.7,,2.5,1.0,3.5,.137,,2.0,-0.2,1.8,1.2
117,Marcus Derrickson\derrima01,SF,22,GSW,4,19,-5.7,.417,.500,.000,0.0,11.1,5.7,0.0,0.0,0.0,25.0,18.1,,-0.1,0.0,-0.1,-0.178,,-10.5,-5.8,-16.3,-0.1
118,Cheick Diallo\diallch01,PF,22,NOP,25,246,16.0,.610,.015,.308,10.0,27.9,19.1,4.9,2.1,4.3,18.7,15.1,,0.2,0.4,0.6,.116,,-2.9,1.8,-1.1,0.1
119,Hamidou Diallo\diallha01,SG,20,OKC,27,342,14.3,.549,.151,.353,8.3,12.2,10.3,4.6,2.1,2.2,10.4,18.2,,0.4,0.6,0.9,.133,,-2.5,0.4,-2.1,0.0
120,Gorgui Dieng\dienggo01,C,29,MIN,34,474,15.6,.561,.151,.277,6.5,24.7,15.5,8.4,1.7,4.0,13.1,18.3,,0.4,0.6,1.0,.106,,-2.5,1.7,-0.8,0.1
121,Spencer Dinwiddie\dinwisp01,PG,25,BRK,36,1052,19.4,.607,.447,.410,1.8,7.7,4.7,29.3,1.0,0.7,12.9,25.2,,3.0,0.4,3.4,.156,,4.2,-3.0,1.3,0.9
122,Donte DiVincenzo\divindo01,SG,22,MIL,22,354,8.7,.492,.645,.103,4.0,11.8,8.1,9.6,1.6,1.2,13.2,15.3,,-0.1,0.5,0.4,.060,,-2.1,0.4,-1.7,0.0
123,Luka Doncic\doncilu01,PF,19,DAL,32,1037,17.7,.557,.412,.393,3.9,18.5,11.3,25.3,1.7,0.8,16.2,26.8,,1.0,1.1,2.2,.100,,1.7,0.5,2.2,1.1
124,Tyler Dorsey\dorsety01,SG,22,ATL,16,172,7.2,.430,.375,.328,3.6,16.0,9.6,11.7,1.1,0.0,9.8,19.2,,-0.2,0.1,-0.1,-0.036,,-5.0,-2.8,-7.8,-0.3
125,Damyean Dotson\dotsoda01,SG,24,NYK,26,665,12.6,.552,.430,.097,3.2,13.4,8.1,6.2,1.6,0.5,7.8,17.0,,0.6,0.2,0.8,.059,,-0.1,-1.8,-1.9,0.0
126,PJ Dozier\doziepj01,PG,22,BOS,2,8,31.6,.583,.333,.000,26.1,26.8,26.5,0.0,0.0,0.0,0.0,32.3,,0.0,0.0,0.0,.260,,2.7,-12.8,-10.1,0.0
127,Goran Dragic\dragigo01,PG,32,MIA,14,408,13.4,.510,.372,.266,2.0,9.0,5.5,27.1,1.2,0.9,14.3,25.3,,0.1,0.3,0.5,.053,,-0.4,-2.0,-2.3,0.0
128,Andre Drummond\drumman01,C,25,DET,32,1069,21.7,.519,.049,.375,17.1,32.8,24.6,6.7,2.2,4.9,12.8,24.5,,0.7,2.3,3.1,.138,,-1.9,3.5,1.6,1.0
129,Jared Dudley\dudleja01,PF,33,BRK,36,785,8.3,.553,.629,.208,3.3,10.9,7.0,9.9,1.3,1.0,13.9,11.0,,0.5,0.5,1.0,.062,,-0.9,0.2,-0.7,0.2
130,Kris Dunn\dunnkr01,PG,24,CHI,9,267,13.9,.524,.121,.178,0.4,19.0,9.7,32.9,2.0,0.3,16.6,22.9,,0.0,0.3,0.2,.042,,-2.0,0.0,-2.0,0.0
131,Kevin Durant\duranke01,PF,30,GSW,35,1252,26.3,.628,.257,.405,1.6,21.4,11.8,28.1,1.1,2.5,12.9,31.6,,4.3,1.3,5.6,.215,,5.1,0.3,5.4,2.3
132,Vince Edwards\edwarvi01,SF,22,HOU,1,4,33.0,.750,1.000,.000,27.5,0.0,14.2,0.0,0.0,0.0,0.0,22.0,,0.0,0.0,0.0,.315,,13.5,-11.5,2.0,0.0
133,Henry Ellenson\ellenhe01,PF,22,DET,2,25,14.9,.551,.400,.200,0.0,40.1,19.2,6.2,0.0,0.0,0.0,18.3,,0.0,0.0,0.1,.156,,-3.5,-2.4,-5.8,0.0
134,Wayne Ellington\ellinwa01,SG,31,MIA,20,453,10.2,.526,.834,.086,1.4,8.4,4.8,8.7,2.3,0.6,7.7,15.8,,0.3,0.5,0.8,.081,,0.3,-0.7,-0.4,0.2
135,Joel Embiid\embiijo01,C,24,PHI,34,1151,24.9,.589,.211,.536,7.6,33.2,20.8,17.6,0.7,4.1,13.1,32.5,,2.5,1.9,4.4,.185,,1.4,1.6,3.0,1.5
136,James Ennis\ennisja01,SF,28,HOU,23,579,11.0,.614,.584,.226,4.2,8.4,6.2,3.6,1.8,1.5,8.5,12.5,,0.8,0.3,1.1,.094,,0.3,-0.6,-0.4,0.2
137,Drew Eubanks\eubandr01,PF,21,SAS,7,34,25.6,.806,.000,.545,3.2,22.3,12.8,4.9,1.4,0.0,12.8,20.2,,0.1,0.0,0.2,.218,,1.7,-2.6,-0.9,0.0
138,Jacob Evans\evansja02,SG,21,GSW,19,85,-1.3,.220,.250,.050,1.3,7.4,4.5,15.5,0.6,1.0,16.4,12.3,,-0.2,0.0,-0.2,-0.113,,-8.6,-2.2,-10.8,-0.2
139,Jawun Evans\evansja01,PG,22,PHO,4,46,1.1,.200,.200,.000,2.4,22.0,12.2,22.5,2.1,0.0,28.6,13.3,,-0.2,0.0,-0.1,-0.131,,-9.9,0.7,-9.2,-0.1
140,Tyreke Evans\evansty01,SG,29,IND,31,659,11.9,.484,.362,.237,3.1,11.8,7.6,16.9,2.8,1.4,15.6,26.4,,-0.8,1.2,0.4,.026,,-2.9,0.6,-2.3,-0.1
141,Dante Exum\exumda01,PG,23,UTA,34,543,11.0,.521,.265,.402,2.1,8.7,5.4,21.3,1.2,0.6,15.2,20.9,,0.1,0.5,0.7,.059,,-2.5,-1.1,-3.6,-0.2
142,Kenneth Faried\farieke01,PF,29,BRK,9,50,21.6,.732,.000,.500,15.0,22.2,18.5,3.3,1.0,1.6,19.0,18.1,,0.1,0.0,0.2,.149,,-0.4,-2.0,-2.4,0.0
143,Derrick Favors\favorde01,C,27,UTA,34,784,21.0,.633,.123,.403,14.0,19.6,16.8,7.2,1.6,4.4,12.4,18.8,,1.9,1.4,3.2,.197,,1.4,2.8,4.2,1.2
144,Cristiano Felicio\feliccr01,C,26,CHI,23,256,12.0,.596,.019,.365,9.3,23.2,16.2,7.5,0.6,0.7,17.7,12.7,,0.3,0.2,0.5,.086,,-3.7,-0.4,-4.2,-0.1
145,Raymond Felton\feltora01,PG,34,OKC,13,143,11.0,.420,.394,.127,2.1,12.4,7.2,22.8,2.0,2.3,11.8,24.1,,-0.2,0.2,0.1,.026,,-4.2,-0.1,-4.2,-0.1
146,Terrance Ferguson\fergute01,SG,20,OKC,27,568,4.5,.491,.602,.119,2.7,5.7,4.2,4.0,1.1,0.7,10.8,9.9,,0.0,0.7,0.7,.056,,-3.2,0.1,-3.0,-0.1
147,Yogi Ferrell\ferreyo01,SG,25,SAC,24,314,12.6,.520,.412,.219,0.6,11.1,5.8,17.1,1.2,0.8,8.1,17.9,,0.3,0.1,0.4,.067,,-0.8,-2.2,-3.1,-0.1
148,Dorian Finney-Smith\finnedo01,SF,25,DAL,33,843,11.3,.572,.507,.261,7.0,11.0,9.0,3.9,1.9,1.8,10.8,13.1,,0.8,0.9,1.7,.097,,0.0,0.9,0.8,0.6
149,Bryn Forbes\forbebr01,PG,25,SAS,35,943,12.5,.586,.488,.110,0.9,9.3,5.1,12.3,1.0,0.2,10.6,18.9,,1.0,0.5,1.5,.075,,1.3,-2.2,-0.8,0.3
150,Evan Fournier\fournev01,SG,26,ORL,32,973,12.7,.525,.465,.159,1.6,10.0,5.7,20.1,1.5,0.6,12.4,24.5,,-0.1,0.7,0.6,.028,,-0.1,-1.8,-1.9,0.0
151,De'Aaron Fox\foxde01,PG,21,SAC,34,1081,19.4,.568,.228,.425,1.7,9.8,5.6,33.7,2.4,1.5,16.1,24.7,,1.8,0.8,2.7,.118,,2.1,-0.7,1.5,1.0
152,Melvin Frazier\frazime01,SG,22,ORL,3,16,-9.7,.000,.333,.000,0.0,7.1,3.4,0.0,3.1,0.0,25.0,11.1,,-0.1,0.0,-0.1,-0.247,,-14.2,0.1,-14.1,0.0
153,Tim Frazier\fraziti01,PG,28,NOP,26,520,11.4,.555,.427,.214,4.1,10.2,7.2,28.7,1.3,0.3,24.2,11.7,,0.7,0.2,0.9,.080,,-0.4,-1.7,-2.1,0.0
154,Channing Frye\fryech01,C,35,CLE,14,113,8.9,.576,.750,.083,1.9,21.4,11.3,3.9,1.3,0.8,17.7,17.6,,0.0,0.0,0.0,.009,,-2.7,-3.0,-5.7,-0.1
155,Markelle Fultz\fultzma01,SG,20,PHI,19,427,10.7,.452,.090,.239,6.7,10.6,8.7,20.0,1.9,0.9,12.7,19.4,,-0.1,0.4,0.3,.038,,-2.8,0.0,-2.9,-0.1
156,Danilo Gallinari\gallida01,SF,30,LAC,33,1034,20.7,.637,.412,.453,3.3,16.7,10.3,11.1,1.0,0.7,8.0,22.7,,3.5,0.6,4.1,.191,,4.6,-1.5,3.1,1.3
157,Langston Galloway\gallola01,SG,27,DET,31,767,10.6,.544,.637,.168,2.8,8.9,5.7,7.2,0.8,0.3,4.8,15.8,,0.9,0.6,1.6,.097,,0.4,-1.1,-0.8,0.2
158,Marc Gasol\gasolma01,C,34,MEM,34,1173,18.5,.548,.331,.322,3.7,25.5,14.4,20.6,2.0,4.0,12.4,22.7,,1.0,2.2,3.2,.133,,0.2,3.7,3.9,1.7
159,Pau Gasol\gasolpa01,C,38,SAS,9,157,21.3,.599,.163,.419,7.7,30.4,19.1,26.2,0.3,4.8,12.1,16.2,,0.5,0.2,0.7,.212,,1.6,3.0,4.6,0.3
160,Rudy Gay\gayru01,SF,32,SAS,31,837,18.9,.611,.252,.196,4.1,23.2,13.7,13.3,1.5,2.0,11.7,21.1,,1.5,1.0,2.5,.143,,1.5,0.9,2.4,0.9
161,Paul George\georgpa01,SF,28,OKC,33,1167,24.0,.583,.435,.286,4.3,20.5,12.3,19.6,2.9,1.6,11.3,29.2,,2.9,2.5,5.3,.220,,4.5,2.0,6.5,2.5
162,Taj Gibson\gibsota01,PF,33,MIN,33,835,17.5,.587,.100,.295,11.7,16.9,14.3,8.0,1.7,1.9,9.0,16.4,,1.8,0.7,2.5,.146,,1.2,0.9,2.1,0.9
163,Harry Giles\gilesha01,PF,20,SAC,23,233,13.8,.484,.027,.239,9.6,18.6,14.0,16.4,3.2,1.4,16.1,26.4,,-0.2,0.3,0.1,.017,,-3.2,0.9,-2.3,0.0
164,Shai Gilgeous-Alexander\gilgesh01,PG,20,LAC,34,931,13.2,.568,.181,.288,3.4,8.1,5.8,14.7,1.7,1.8,15.7,17.2,,0.8,0.5,1.3,.068,,-0.1,0.2,0.2,0.5
165,Rudy Gobert\goberru01,C,26,UTA,35,1086,23.8,.663,.000,.654,12.9,31.1,22.1,9.6,1.3,5.7,11.8,17.5,,3.3,2.3,5.6,.246,,1.5,5.0,6.5,2.4
166,Brandon Goodwin\goodwbr01,PG,23,DEN,3,9,47.4,.740,.400,.800,0.0,0.0,0.0,87.7,0.0,0.0,0.0,32.2,,0.2,0.0,0.2,.827,,20.9,-15.0,5.9,0.0
167,Aaron Gordon\gordoaa01,PF,23,ORL,31,1024,15.6,.536,.332,.218,5.8,19.3,12.4,15.1,1.4,2.0,11.2,21.6,,0.6,1.1,1.7,.081,,-0.1,0.9,0.8,0.7
168,Eric Gordon\gordoer01,SG,30,HOU,30,999,9.6,.490,.593,.169,1.3,7.1,4.1,9.8,0.7,1.2,8.6,22.6,,-0.1,0.1,0.0,.002,,-1.7,-3.3,-5.1,-0.8
169,Marcin Gortat\gortama01,C,34,LAC,27,465,12.1,.547,.000,.308,8.7,26.4,18.0,11.9,0.3,2.4,19.8,13.9,,0.3,0.4,0.7,.076,,-2.3,1.4,-0.9,0.1
170,Devonte' Graham\grahade01,PG,23,CHO,13,119,11.7,.489,.500,.053,0.0,9.1,4.5,28.2,2.0,0.0,13.4,16.2,,0.1,0.1,0.1,.058,,-1.5,-3.1,-4.6,-0.1
171,Treveon Graham\grahatr01,SG,25,BRK,2,27,-5.2,.000,.667,.000,4.0,12.3,8.1,4.5,1.8,0.0,40.0,8.0,,-0.1,0.0,-0.1,-0.148,,-9.6,1.3,-8.3,0.0
172,Jerami Grant\grantje01,PF,24,OKC,33,1016,14.1,.610,.347,.320,3.3,13.0,8.1,4.3,1.1,3.5,8.2,14.6,,1.6,1.6,3.2,.152,,-0.8,1.6,0.8,0.7
173,Jerian Grant\grantje02,PG,26,ORL,33,637,9.5,.488,.485,.176,2.3,8.7,5.4,23.7,2.5,0.4,21.0,12.9,,0.0,0.6,0.6,.042,,-2.8,-0.4,-3.2,-0.2
174,Danny Green\greenda02,SG,31,TOR,35,1042,11.3,.595,.675,.052,3.7,11.3,7.6,5.8,1.4,2.1,12.0,13.8,,0.9,1.2,2.1,.097,,1.1,1.3,2.4,1.1
175,Draymond Green\greendr01,PF,28,GSW,21,645,11.7,.475,.338,.186,3.1,24.0,13.9,27.2,2.9,2.2,29.3,14.8,,-0.3,1.0,0.7,.051,,-2.7,3.6,0.8,0.5
176,Gerald Green\greenge01,SG,33,HOU,29,536,9.8,.550,.789,.072,2.9,12.5,7.5,3.5,0.9,0.8,9.1,18.0,,0.3,0.2,0.5,.041,,-0.9,-3.5,-4.3,-0.3
177,JaMychal Green\greenja01,PF,28,MEM,22,511,15.5,.571,.261,.206,9.1,22.4,15.7,5.5,2.1,3.1,15.5,21.0,,0.1,0.9,1.0,.096,,-2.4,1.1,-1.4,0.1
178,Jeff Green\greenje02,PF,32,WAS,33,851,14.4,.627,.414,.289,4.8,15.5,10.1,7.1,1.1,1.5,11.6,16.4,,1.4,0.2,1.6,.092,,0.2,-1.3,-1.1,0.2
179,Blake Griffin\griffbl01,PF,29,DET,31,1114,20.6,.581,.351,.449,3.8,23.6,13.3,25.1,0.9,1.2,15.0,29.8,,1.8,1.4,3.2,.139,,3.3,1.2,4.5,1.8
180,Daniel Hamilton\hamilda02,SG,23,ATL,7,48,0.8,.349,.500,.167,0.0,9.2,4.4,13.6,1.0,0.0,18.9,13.5,,-0.1,0.0,-0.1,-0.101,,-7.8,-3.0,-10.7,-0.1
181,Tim Hardaway\hardati02,SG,26,NYK,33,1105,15.6,.534,.456,.325,1.6,9.3,5.3,14.5,1.4,0.4,9.2,27.0,,1.2,0.2,1.4,.060,,1.9,-3.4,-1.5,0.1
182,James Harden\hardeja01,SG,29,HOU,30,1100,28.3,.617,.532,.472,2.0,16.1,8.8,43.0,2.9,1.1,16.9,37.7,,4.0,1.1,5.0,.220,,9.8,0.2,10.0,3.3
183,Maurice Harkless\harklma01,SF,25,POR,21,427,10.2,.541,.369,.155,3.8,13.8,8.9,5.1,1.7,3.0,10.6,12.2,,0.2,0.4,0.7,.076,,-1.6,1.5,-0.1,0.2
184,Montrezl Harrell\harremo01,C,25,LAC,34,861,25.4,.650,.009,.598,10.8,17.0,14.0,10.5,1.6,4.7,9.8,22.2,,3.0,1.0,4.0,.222,,3.6,1.8,5.5,1.6
185,Devin Harris\harride01,PG,35,DAL,23,361,13.8,.551,.573,.387,0.9,11.9,6.5,11.9,2.5,1.4,8.8,18.7,,0.4,0.4,0.9,.113,,0.0,-0.2,-0.2,0.2
186,Gary Harris\harriga01,SG,24,DEN,21,678,14.9,.534,.374,.226,2.4,8.5,5.4,13.3,1.8,1.2,7.4,22.3,,0.8,0.7,1.5,.107,,0.8,-0.9,-0.2,0.3
187,Joe Harris\harrijo01,SG,27,BRK,33,996,14.5,.658,.538,.163,2.6,10.5,6.5,12.4,0.9,0.4,12.1,16.8,,2.1,0.4,2.5,.122,,2.6,-1.4,1.2,0.8
188,Tobias Harris\harrito02,PF,26,LAC,34,1173,19.4,.614,.302,.233,2.4,21.9,12.6,10.6,0.8,0.8,9.8,24.0,,2.5,0.9,3.3,.137,,2.4,-1.1,1.3,1.0
189,Andrew Harrison\harrian01,SG-PG,24,TOT,17,187,6.1,.443,.472,.340,3.4,8.4,5.8,17.1,1.1,0.9,16.5,16.9,,-0.1,0.0,-0.1,-0.021,,-3.3,-2.6,-6.0,-0.2
189,Andrew Harrison\harrian01,PG,24,MEM,1,5,5.0,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,,0.0,0.0,0.0,-0.010,,-3.9,-6.1,-10.0,0.0
189,Andrew Harrison\harrian01,SG,24,CLE,10,144,7.0,.467,.359,.410,3.0,8.8,5.8,16.3,1.4,1.2,17.8,17.1,,-0.1,0.0,0.0,-0.014,,-3.5,-2.1,-5.6,-0.1
189,Andrew Harrison\harrian01,SG,24,NOP,6,38,3.2,.349,.833,.167,5.6,8.1,6.9,22.3,0.0,0.0,13.4,16.1,,0.0,0.0,0.0,-0.047,,-2.6,-4.3,-6.9,0.0
190,Shaquille Harrison\harrish01,PG,25,CHI,26,449,13.0,.489,.250,.360,1.7,14.7,8.2,14.2,4.0,1.7,11.3,17.5,,-0.2,0.7,0.5,.054,,-3.1,2.2,-0.9,0.1
191,Josh Hart\hartjo01,SG,23,LAL,34,865,10.9,.564,.622,.183,2.3,10.2,6.3,5.7,1.8,2.0,9.7,14.5,,0.6,1.0,1.5,.084,,-0.4,0.6,0.1,0.5
192,Isaiah Hartenstein\harteis01,PF,20,HOU,22,178,9.9,.585,.147,.412,10.5,11.9,11.2,8.9,1.1,4.3,23.0,12.9,,0.2,0.1,0.3,.079,,-2.7,1.1,-1.6,0.0
193,Udonis Haslem\hasleud01,C,38,MIA,3,14,-4.4,.333,.333,.000,7.3,30.1,18.5,0.0,0.0,0.0,25.0,24.1,,-0.1,0.0,-0.1,-0.233,,-15.9,-7.4,-23.3,-0.1
194,Gordon Hayward\haywago01,SF,28,BOS,29,776,14.2,.520,.411,.257,3.5,16.6,10.0,17.6,1.9,0.9,11.7,18.5,,0.7,1.3,1.9,.120,,-0.6,1.3,0.7,0.5
195,John Henson\hensojo01,C,28,MIL,14,188,17.5,.553,.463,.149,9.2,28.3,19.3,10.3,1.7,5.0,14.4,18.7,,0.1,0.4,0.6,.149,,-1.5,3.3,1.9,0.2
196,Juan Hernangomez\hernaju01,PF,23,DEN,31,858,14.5,.638,.559,.311,6.4,16.3,11.3,4.8,0.9,1.7,8.4,13.8,,1.8,0.9,2.7,.153,,1.6,-0.1,1.5,0.8
197,Willy Hernangomez\hernawi01,C,24,CHO,25,328,24.1,.631,.189,.465,17.0,23.5,20.2,10.5,1.2,2.9,13.1,23.1,,1.1,0.4,1.5,.216,,3.0,-0.3,2.6,0.4
198,Mario Hezonja\hezonma01,SF,23,NYK,31,547,8.3,.455,.361,.167,1.8,17.7,9.5,8.3,1.8,0.5,12.2,21.4,,-0.8,0.3,-0.5,-0.044,,-4.4,-2.0,-6.4,-0.6
199,Buddy Hield\hieldbu01,SG,25,SAC,34,1055,17.1,.590,.452,.136,3.7,13.7,8.6,11.4,0.7,1.0,10.4,25.3,,1.5,0.4,1.9,.088,,2.7,-2.5,0.2,0.6
200,Nene Hilario\hilarne01,C,36,HOU,11,163,12.5,.562,.054,.297,6.7,21.0,13.6,7.2,1.5,2.1,8.7,12.3,,0.2,0.1,0.4,.115,,-2.8,0.4,-2.3,0.0
201,George Hill\hillge01,PG,32,TOT,21,513,12.5,.578,.317,.193,3.5,6.4,5.0,14.7,1.6,0.3,12.3,15.2,,0.7,0.2,0.9,.087,,0.2,-1.5,-1.4,0.1
201,George Hill\hillge01,PG,32,CLE,13,344,14.0,.604,.262,.187,3.7,5.0,4.3,16.1,1.8,0.2,14.7,17.4,,0.5,0.0,0.5,.075,,0.8,-2.5,-1.6,0.0
201,George Hill\hillge01,PG,32,MIL,8,169,9.6,.506,.474,.211,3.2,9.2,6.3,12.0,1.4,0.5,4.6,10.8,,0.2,0.2,0.4,.113,,-1.2,0.3,-0.9,0.0
202,Solomon Hill\hillso01,SF,27,NOP,23,495,7.5,.510,.568,.182,5.2,11.8,8.5,7.0,1.3,1.0,15.2,9.3,,0.2,0.2,0.4,.038,,-1.3,0.2,-1.1,0.1
203,Aaron Holiday\holidaa01,PG,22,IND,21,256,13.7,.510,.491,.200,0.9,15.1,8.2,17.3,2.1,2.8,11.1,23.0,,0.0,0.5,0.5,.091,,-1.5,0.6,-0.8,0.1
204,Jrue Holiday\holidjr01,SG,28,NOP,35,1286,19.0,.558,.304,.241,3.4,9.1,6.3,34.6,2.1,1.8,16.3,25.0,,2.0,0.9,2.8,.106,,2.9,-0.6,2.4,1.4
205,Justin Holiday\holidju01,SG,29,CHI,35,1221,11.4,.536,.689,.111,1.6,12.5,7.1,9.8,2.4,1.5,10.2,15.7,,0.2,1.2,1.4,.054,,-0.1,1.0,0.9,0.9
206,John Holland\hollajo02,SF,30,CLE,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.030,,-6.1,-0.8,-6.9,0.0
207,Rondae Hollis-Jefferson\holliro01,SF,24,BRK,32,795,13.2,.475,.101,.424,6.2,20.6,13.3,11.9,1.7,1.6,10.6,21.3,,0.0,0.8,0.8,.050,,-3.5,0.8,-2.8,-0.2
208,Richaun Holmes\holmeri01,C,25,PHO,34,530,21.4,.674,.000,.370,12.2,20.6,16.4,5.8,1.7,6.2,13.7,18.0,,1.3,0.7,1.9,.175,,-0.1,1.9,1.8,0.5
209,Rodney Hood\hoodro01,SG,26,CLE,32,901,13.8,.551,.322,.240,1.4,8.4,4.8,11.4,1.5,0.3,6.7,19.5,,1.3,0.0,1.4,.074,,0.7,-2.6,-2.0,0.0
210,Al Horford\horfoal01,C,32,BOS,24,710,17.0,.559,.360,.136,5.6,17.7,11.6,17.5,1.2,4.9,12.0,17.7,,1.0,1.3,2.2,.152,,0.3,3.5,3.8,1.0
211,Danuel House\houseda01,SF,25,HOU,15,321,11.0,.584,.667,.420,4.1,12.1,8.0,4.6,1.1,0.8,10.3,14.6,,0.4,0.1,0.5,.079,,-0.6,-2.1,-2.7,-0.1
212,Dwight Howard\howardw01,C,33,WAS,9,230,17.9,.638,.000,.696,11.3,28.9,19.9,2.6,1.4,1.5,15.1,19.7,,0.4,0.2,0.6,.123,,-2.8,-2.5,-5.3,-0.2
213,Kevin Huerter\huertke01,SG,20,ATL,32,769,9.3,.545,.553,.117,3.4,10.0,6.6,12.8,1.5,1.5,16.6,13.8,,0.1,0.3,0.5,.029,,-1.7,-0.6,-2.3,-0.1
214,Chandler Hutchison\hutchch01,SF,22,CHI,30,520,7.7,.472,.250,.241,4.1,18.3,11.2,5.8,1.4,0.7,12.1,12.0,,-0.2,0.4,0.2,.018,,-5.0,0.2,-4.8,-0.4
215,Serge Ibaka\ibakase01,C,29,TOR,32,895,20.2,.604,.206,.209,8.2,19.7,14.1,7.8,0.9,3.9,11.2,23.6,,1.7,1.3,3.0,.162,,0.9,1.0,1.9,0.9
216,Andre Iguodala\iguodan01,SF,35,GSW,30,693,11.8,.573,.469,.215,3.4,12.2,7.9,16.1,1.5,2.5,15.4,10.4,,0.8,0.6,1.4,.100,,-0.2,0.9,0.7,0.5
217,Ersan Ilyasova\ilyaser01,PF,31,MIL,24,477,12.6,.549,.430,.215,8.6,18.9,14.0,7.8,1.3,1.1,11.4,16.2,,0.6,0.8,1.3,.131,,-0.8,0.6,-0.2,0.2
218,Joe Ingles\inglejo01,SF,31,UTA,35,1096,13.4,.572,.572,.164,1.0,12.9,7.0,22.8,2.5,0.4,16.9,17.7,,0.7,1.6,2.3,.099,,0.9,1.3,2.2,1.2
219,Brandon Ingram\ingrabr01,SG,21,LAL,23,709,11.7,.527,.145,.384,2.4,11.0,6.9,10.0,1.0,1.5,13.1,22.9,,-0.2,0.6,0.5,.032,,-3.4,-0.8,-4.2,-0.4
220,Kyrie Irving\irvinky01,PG,26,BOS,31,1000,24.7,.589,.366,.174,4.3,12.5,8.3,33.9,2.5,1.3,11.6,29.8,,2.8,1.7,4.4,.213,,6.5,1.0,7.5,2.4
221,Jonathan Isaac\isaacjo01,SF,21,ORL,27,644,12.1,.526,.346,.313,5.0,18.9,11.7,5.2,1.7,4.1,12.7,16.3,,0.0,0.8,0.9,.065,,-3.5,1.7,-1.7,0.0
222,Wesley Iwundu\iwundwe01,SF,24,ORL,23,378,6.1,.472,.286,.319,2.5,9.6,5.9,7.4,1.0,0.9,11.9,13.8,,-0.2,0.2,0.0,.006,,-4.8,-0.9,-5.7,-0.4
223,Demetrius Jackson\jacksde01,PG,24,PHI,3,14,14.5,.667,.000,.000,0.0,7.3,3.8,30.6,3.4,0.0,25.0,12.1,,0.0,0.0,0.0,.128,,-2.3,-2.0,-4.3,0.0
224,Frank Jackson\jacksfr01,PG,20,NOP,21,259,5.1,.511,.405,.214,0.8,5.9,3.4,6.0,0.5,0.0,13.2,16.8,,-0.1,0.0,-0.1,-0.024,,-3.6,-3.8,-7.4,-0.4
225,Jaren Jackson\jacksja02,C,19,MEM,34,868,17.9,.592,.247,.307,5.4,16.0,10.6,8.6,1.9,6.5,12.7,23.0,,0.8,1.5,2.3,.127,,-0.9,2.8,1.9,0.8
226,Josh Jackson\jacksjo02,SG,21,PHO,35,759,8.7,.452,.256,.247,3.4,16.6,9.9,15.4,2.3,2.1,18.6,24.5,,-1.9,0.7,-1.2,-0.075,,-5.9,0.3,-5.6,-0.7
227,Justin Jackson\jacksju01,SF,23,SAC,33,687,10.7,.565,.527,.151,2.1,11.4,6.6,8.2,0.9,0.9,5.7,12.7,,0.8,0.3,1.1,.074,,0.1,-1.2,-1.1,0.2
228,Reggie Jackson\jacksre01,PG,28,DET,32,913,14.5,.539,.465,.306,2.4,7.7,4.9,24.3,1.2,0.4,12.3,23.9,,1.2,0.8,2.0,.104,,1.6,-1.7,-0.1,0.4
